usercmd_viewangle_y,usercmd_impulse,usercmd_viewangle_x,tick,steamid,name
165.62042,0.0,-4.5759516,144824,76561199052717313,Worfy
,,,144825,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144825,76561199826895670,RME | Пацан
,,,144825,76561198002613044,frees.tyler
,,,144825,76561198274174345,zig
,,,144825,76561199433997570,Simple Dimple skins.army
,,,144825,76561199557907229,shawty#)$@
,,,144825,76561198049602148,Moon
-39.19677,0.0,2.3992703,144825,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144825,76561198171814417,Faat
165.62042,0.0,-4.5759516,144825,76561199052717313,Worfy
,,,144826,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144826,76561199826895670,RME | Пацан
,,,144826,76561198002613044,frees.tyler
,,,144826,76561198274174345,zig
,,,144826,76561199433997570,Simple Dimple skins.army
,,,144826,76561199557907229,shawty#)$@
,,,144826,76561198049602148,Moon
-39.19677,0.0,2.3992703,144826,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144826,76561198171814417,Faat
165.62042,0.0,-4.5759516,144826,76561199052717313,Worfy
,,,144827,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144827,76561199826895670,RME | Пацан
,,,144827,76561198002613044,frees.tyler
,,,144827,76561198274174345,zig
,,,144827,76561199433997570,Simple Dimple skins.army
,,,144827,76561199557907229,shawty#)$@
,,,144827,76561198049602148,Moon
-39.19677,0.0,2.3992703,144827,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144827,76561198171814417,Faat
165.62042,0.0,-4.5759516,144827,76561199052717313,Worfy
,,,144828,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144828,76561199826895670,RME | Пацан
,,,144828,76561198002613044,frees.tyler
,,,144828,76561198274174345,zig
,,,144828,76561199433997570,Simple Dimple skins.army
,,,144828,76561199557907229,shawty#)$@
,,,144828,76561198049602148,Moon
-39.19677,0.0,2.3992703,144828,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144828,76561198171814417,Faat
165.62042,0.0,-4.5759516,144828,76561199052717313,Worfy
,,,144829,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144829,76561199826895670,RME | Пацан
,,,144829,76561198002613044,frees.tyler
,,,144829,76561198274174345,zig
,,,144829,76561199433997570,Simple Dimple skins.army
,,,144829,76561199557907229,shawty#)$@
,,,144829,76561198049602148,Moon
-39.19677,0.0,2.3992703,144829,76561199068251294,prosto bo$$
93.55712,0.0,4.0413857,144829,76561198171814417,Faat
165.62042,0.0,-4.5759516,144829,76561199052717313,Worfy
,,,144830,76561199256543526,Wybaczam.oficjalnie skins.army
-86.402016,0.0,5.767415,144830,76561199826895670,RME | Пацан
