total_rounds_played,cash_spent_this_round,kills_total,deaths_total,assists_total,score,mvps,tick,steamid,name
0,0,0,0,0,0,0,91,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,91,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,91,76561198049602148,Moon
0,0,0,0,0,0,0,91,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,91,76561198171814417,Faat
0,0,0,0,0,0,0,91,76561199052717313,Worfy
0,0,0,0,0,0,0,92,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,92,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,92,76561198002613044,frees.tyler
0,0,0,0,0,0,0,92,76561198274174345,zig
0,0,0,0,0,0,0,92,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,92,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,92,76561198049602148,Moon
0,0,0,0,0,0,0,92,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,92,76561198171814417,Faat
0,0,0,0,0,0,0,92,76561199052717313,Worfy
0,0,0,0,0,0,0,93,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,93,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,93,76561198002613044,frees.tyler
0,0,0,0,0,0,0,93,76561198274174345,zig
0,0,0,0,0,0,0,93,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,93,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,93,76561198049602148,Moon
0,0,0,0,0,0,0,93,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,93,76561198171814417,Faat
0,0,0,0,0,0,0,93,76561199052717313,Worfy
0,0,0,0,0,0,0,94,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,94,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,94,76561198002613044,frees.tyler
0,0,0,0,0,0,0,94,76561198274174345,zig
0,0,0,0,0,0,0,94,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,94,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,94,76561198049602148,Moon
0,0,0,0,0,0,0,94,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,94,76561198171814417,Faat
0,0,0,0,0,0,0,94,76561199052717313,Worfy
0,0,0,0,0,0,0,95,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,95,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,95,76561198002613044,frees.tyler
0,0,0,0,0,0,0,95,76561198274174345,zig
0,0,0,0,0,0,0,95,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,95,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,95,76561198049602148,Moon
0,0,0,0,0,0,0,95,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,95,76561198171814417,Faat
0,0,0,0,0,0,0,95,76561199052717313,Worfy
0,0,0,0,0,0,0,96,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,96,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,96,76561198002613044,frees.tyler
0,0,0,0,0,0,0,96,76561198274174345,zig
0,0,0,0,0,0,0,96,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,96,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,96,76561198049602148,Moon
0,0,0,0,0,0,0,96,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,96,76561198171814417,Faat
0,0,0,0,0,0,0,96,76561199052717313,Worfy
0,0,0,0,0,0,0,97,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,97,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,97,76561198002613044,frees.tyler
0,0,0,0,0,0,0,97,76561198274174345,zig
0,0,0,0,0,0,0,97,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,97,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,97,76561198049602148,Moon
0,0,0,0,0,0,0,97,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,97,76561198171814417,Faat
0,0,0,0,0,0,0,97,76561199052717313,Worfy
0,0,0,0,0,0,0,98,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,98,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,98,76561198002613044,frees.tyler
0,0,0,0,0,0,0,98,76561198274174345,zig
0,0,0,0,0,0,0,98,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,98,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,98,76561198049602148,Moon
0,0,0,0,0,0,0,98,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,98,76561198171814417,Faat
0,0,0,0,0,0,0,98,76561199052717313,Worfy
0,0,0,0,0,0,0,99,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,99,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,99,76561198002613044,frees.tyler
0,0,0,0,0,0,0,99,76561198274174345,zig
0,0,0,0,0,0,0,99,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,99,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,99,76561198049602148,Moon
0,0,0,0,0,0,0,99,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,99,76561198171814417,Faat
0,0,0,0,0,0,0,99,76561199052717313,Worfy
0,0,0,0,0,0,0,100,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,100,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,100,76561198002613044,frees.tyler
0,0,0,0,0,0,0,100,76561198274174345,zig
0,0,0,0,0,0,0,100,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,100,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,100,76561198049602148,Moon
0,0,0,0,0,0,0,100,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,100,76561198171814417,Faat
0,0,0,0,0,0,0,100,76561199052717313,Worfy
0,0,0,0,0,0,0,101,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,101,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,101,76561198002613044,frees.tyler
0,0,0,0,0,0,0,101,76561198274174345,zig
0,0,0,0,0,0,0,101,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,101,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,101,76561198049602148,Moon
0,0,0,0,0,0,0,101,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,101,76561198171814417,Faat
0,0,0,0,0,0,0,101,76561199052717313,Worfy
